,ID_ANONIMO,CR,PERIODO,INGRESSO,CODIGO,ANO,PERIODO.1,NOTA,CH,SITUACAOALUNO,RowNumber
26292,171751.0,0.7177,10,18/03/15,MA61A,2015,1,6.2,90,Formado,1
26293,171751.0,0.7177,10,18/03/15,FI61A,2015,1,6.8,75,Formado,2
26301,171751.0,0.7177,10,18/03/15,ES61A,2015,1,6.6,30,Formado,3
26302,171751.0,0.7177,10,18/03/15,IF61C,2015,1,6.8,90,Formado,4
26306,171751.0,0.7177,10,18/03/15,MA61B,2015,1,6.8,90,Formado,5
26315,171751.0,0.7177,10,18/03/15,MA71B,2015,1,6.8,90,Formado,6
26321,171751.0,0.7177,10,18/03/15,IF61B,2015,1,6.7,60,Formado,7
26325,171751.0,0.7177,10,18/03/15,MA71A,2015,1,6.2,90,Formado,8
26333,171751.0,0.7177,10,18/03/15,FI71M,2015,1,6.8,60,Formado,9
26341,171751.0,0.7177,10,18/03/15,ES70R,2015,1,6.6,30,Formado,10
26291,171751.0,0.7177,10,18/03/15,FI62A,2015,2,6.8,75,Formado,11
26299,171751.0,0.7177,10,18/03/15,FI63A,2015,2,7.5,75,Formado,12
26300,171751.0,0.7177,10,18/03/15,IF62J,2015,2,9.0,45,Formado,13
26314,171751.0,0.7177,10,18/03/15,QB62A,2015,2,7.3,90,Formado,14
26317,171751.0,0.7177,10,18/03/15,MA72A,2015,2,4.3,60,Formado,15
26322,171751.0,0.7177,10,18/03/15,IF62C,2015,2,8.3,60,Formado,16
26324,171751.0,0.7177,10,18/03/15,FI73A,2015,2,7.5,75,Formado,17
26330,171751.0,0.7177,10,18/03/15,EL62O,2015,2,10.0,45,Formado,18
26331,171751.0,0.7177,10,18/03/15,FI72N,2015,2,7.9,30,Formado,19
26334,171751.0,0.7177,10,18/03/15,FI72M,2015,2,6.2,60,Formado,20
26339,171751.0,0.7177,10,18/03/15,QB70D,2015,2,7.3,90,Formado,21
26294,171751.0,0.7177,10,18/03/15,MA63B,2016,1,8.6,60,Formado,22
26295,171751.0,0.7177,10,18/03/15,MA62A,2016,1,6.0,60,Formado,23
26296,171751.0,0.7177,10,18/03/15,MA63A,2016,1,6.0,60,Formado,24
26297,171751.0,0.7177,10,18/03/15,MA65A,2016,1,8.1,60,Formado,25
26310,171751.0,0.7177,10,18/03/15,IF63C,2016,1,7.7,45,Formado,26
26311,171751.0,0.7177,10,18/03/15,IF63E,2016,1,7.0,60,Formado,27
26312,171751.0,0.7177,10,18/03/15,EL63B,2016,1,7.0,75,Formado,28
26316,171751.0,0.7177,10,18/03/15,MA72A,2016,1,6.0,60,Formado,29
26318,171751.0,0.7177,10,18/03/15,ES60A,2016,1,8.5,30,Formado,30
26326,171751.0,0.7177,10,18/03/15,MA70H,2016,1,8.1,60,Formado,31
26327,171751.0,0.7177,10,18/03/15,MA73A,2016,1,6.0,60,Formado,32
26329,171751.0,0.7177,10,18/03/15,MA70G,2016,1,8.6,60,Formado,33
26335,171751.0,0.7177,10,18/03/15,ES70L,2016,1,8.5,30,Formado,34
26342,171751.0,0.7177,10,18/03/15,IF63O,2016,1,7.6,45,Formado,35
26307,171751.0,0.7177,10,18/03/15,EL65A,2016,2,6.0,90,Formado,36
26308,171751.0,0.7177,10,18/03/15,IF64J,2016,2,7.7,45,Formado,37
26309,171751.0,0.7177,10,18/03/15,IF65C,2016,2,7.2,45,Formado,38
26313,171751.0,0.7177,10,18/03/15,IF64C,2016,2,7.8,45,Formado,39
26319,171751.0,0.7177,10,18/03/15,ES60F,2016,2,8.3,30,Formado,40
26323,171751.0,0.7177,10,18/03/15,EL65G,2016,2,7.4,60,Formado,41
26343,171751.0,0.7177,10,18/03/15,EL64O,2016,2,7.2,75,Formado,42
26353,171751.0,0.7177,10,18/03/15,CSW20,2016,2,0.0,60,Formado,43
26354,171751.0,0.7177,10,18/03/15,ES70N,2016,2,8.3,30,Formado,44
26240,171751.0,0.7177,10,18/03/15,EEB21,2017,1,7.0,45,Formado,45
26241,171751.0,0.7177,10,18/03/15,CSG20,2017,1,8.2,45,Formado,46
26242,171751.0,0.7177,10,18/03/15,CSH30,2017,1,7.6,45,Formado,47
26243,171751.0,0.7177,10,18/03/15,CSD20,2017,1,6.7,45,Formado,48
26246,171751.0,0.7177,10,18/03/15,CSE20,2017,1,8.3,60,Formado,49
26247,171751.0,0.7177,10,18/03/15,CSF20,2017,1,7.7,45,Formado,50
26248,171751.0,0.7177,10,18/03/15,EEF21,2017,1,6.0,30,Formado,51
26250,171751.0,0.7177,10,18/03/15,FI72S,2017,1,6.8,60,Formado,52
26251,171751.0,0.7177,10,18/03/15,FI73S,2017,1,7.5,60,Formado,53
26253,171751.0,0.7177,10,18/03/15,EEB22,2017,1,7.0,45,Formado,54
26254,171751.0,0.7177,10,18/03/15,CSA31,2017,1,7.2,45,Formado,55
26263,171751.0,0.7177,10,18/03/15,EEB31,2017,1,6.0,90,Formado,56
26264,171751.0,0.7177,10,18/03/15,EEQ31,2017,1,7.4,75,Formado,57
26268,171751.0,0.7177,10,18/03/15,CSR31,2017,1,6.9,30,Formado,58
26270,171751.0,0.7177,10,18/03/15,FI71S,2017,1,6.8,60,Formado,59
26272,171751.0,0.7177,10,18/03/15,EEF11,2017,1,10.0,30,Formado,60
26273,171751.0,0.7177,10,18/03/15,EEX21,2017,1,9.0,45,Formado,61
26280,171751.0,0.7177,10,18/03/15,EEX11,2017,1,7.7,45,Formado,62
26283,171751.0,0.7177,10,18/03/15,CSW30,2017,1,8.5,60,Formado,63
26284,171751.0,0.7177,10,18/03/15,FI74S,2017,1,7.0,60,Formado,64
26285,171751.0,0.7177,10,18/03/15,EEX22,2017,1,7.7,45,Formado,65
26286,171751.0,0.7177,10,18/03/15,EEE31,2017,1,7.2,60,Formado,66
26290,171751.0,0.7177,10,18/03/15,FI74N,2017,1,7.5,30,Formado,67
26332,171751.0,0.7177,10,18/03/15,ES70G,2017,1,7.3,45,Formado,68
26336,171751.0,0.7177,10,18/03/15,QB70C,2017,1,7.3,75,Formado,69
26337,171751.0,0.7177,10,18/03/15,CSF13,2017,1,6.8,90,Formado,70
26340,171751.0,0.7177,10,18/03/15,FI74M,2017,1,7.0,60,Formado,71
26345,171751.0,0.7177,10,18/03/15,ES70P,2017,1,8.5,45,Formado,72
26349,171751.0,0.7177,10,18/03/15,CSB30,2017,1,7.0,60,Formado,73
26350,171751.0,0.7177,10,18/03/15,CSA30,2017,1,7.8,45,Formado,74
26351,171751.0,0.7177,10,18/03/15,CSD21,2017,1,7.0,45,Formado,75
26352,171751.0,0.7177,10,18/03/15,CSF30,2017,1,7.7,45,Formado,76
26244,171751.0,0.7177,10,18/03/15,CSE30,2017,2,7.0,60,Formado,77
26257,171751.0,0.7177,10,18/03/15,CSI30,2017,2,9.8,45,Formado,78
26265,171751.0,0.7177,10,18/03/15,CSW40,2017,2,7.0,60,Formado,79
26267,171751.0,0.7177,10,18/03/15,EEE32,2017,2,7.3,60,Formado,80
26328,171751.0,0.7177,10,18/03/15,GE70D,2017,2,7.1,30,Formado,81
26346,171751.0,0.7177,10,18/03/15,CSO30,2017,2,7.4,60,Formado,82
26255,171751.0,0.7177,10,18/03/15,CSW42,2018,1,8.6,60,Formado,83
26256,171751.0,0.7177,10,18/03/15,CSX54,2018,1,9.5,400,Formado,84
26266,171751.0,0.7177,10,18/03/15,CSW41,2018,1,7.9,60,Formado,85
26289,171751.0,0.7177,10,18/03/15,EEQ32,2018,1,6.7,45,Formado,86
26338,171751.0,0.7177,10,18/03/15,GE70H,2018,1,8.6,30,Formado,87
26348,171751.0,0.7177,10,18/03/15,CSR30,2018,1,7.6,45,Formado,88
26245,171751.0,0.7177,10,18/03/15,CSS30,2018,2,7.0,60,Formado,89
26258,171751.0,0.7177,10,18/03/15,EEX23,2018,2,8.4,45,Formado,90
26260,171751.0,0.7177,10,18/03/15,CSV30,2018,2,10.0,60,Formado,91
26288,171751.0,0.7177,10,18/03/15,EEC21,2018,2,1.4,60,Formado,92
26261,171751.0,0.7177,10,18/03/15,CSX42,2019,1,10.0,30,Formado,93
26262,171751.0,0.7177,10,18/03/15,EEF31,2019,1,7.3,30,Formado,94
