,ID_ANONIMO,CR,PERIODO,INGRESSO,CODIGO,ANO,PERIODO.1,NOTA,CH,SITUACAOALUNO,RowNumber
16690,129034.0,0.7533,10,27/02/15,IF66B,2015,1,8.0,60,Formado,1
16691,129034.0,0.7533,10,27/02/15,ES61A,2015,1,8.8,30,Formado,2
16692,129034.0,0.7533,10,27/02/15,QB62A,2015,1,6.4,90,Formado,3
16693,129034.0,0.7533,10,27/02/15,FI63A,2015,1,8.0,75,Formado,4
16695,129034.0,0.7533,10,27/02/15,IF62J,2015,1,9.0,45,Formado,5
16698,129034.0,0.7533,10,27/02/15,IF63B,2015,1,6.7,30,Formado,6
16700,129034.0,0.7533,10,27/02/15,IF61C,2015,1,9.1,90,Formado,7
16701,129034.0,0.7533,10,27/02/15,GE60D,2015,1,7.1,30,Formado,8
16703,129034.0,0.7533,10,27/02/15,FI66A,2015,1,8.3,30,Formado,9
16704,129034.0,0.7533,10,27/02/15,QB65A,2015,1,9.3,30,Formado,10
16705,129034.0,0.7533,10,27/02/15,CE62A,2015,1,9.4,30,Formado,11
16706,129034.0,0.7533,10,27/02/15,FI62A,2015,1,6.9,75,Formado,12
16707,129034.0,0.7533,10,27/02/15,FI64B,2015,1,7.1,45,Formado,13
16708,129034.0,0.7533,10,27/02/15,MA63B,2015,1,7.8,60,Formado,14
16710,129034.0,0.7533,10,27/02/15,MA61B,2015,1,6.9,90,Formado,15
16711,129034.0,0.7533,10,27/02/15,MA61A,2015,1,6.5,90,Formado,16
16712,129034.0,0.7533,10,27/02/15,FI61A,2015,1,7.2,75,Formado,17
16713,129034.0,0.7533,10,27/02/15,MA62A,2015,1,6.6,60,Formado,18
16714,129034.0,0.7533,10,27/02/15,MA63A,2015,1,7.4,60,Formado,19
16715,129034.0,0.7533,10,27/02/15,MA64A,2015,1,6.8,60,Formado,20
16716,129034.0,0.7533,10,27/02/15,MA65A,2015,1,6.2,60,Formado,21
16723,129034.0,0.7533,10,27/02/15,ES70N,2015,1,7.8,30,Formado,22
16725,129034.0,0.7533,10,27/02/15,IF63O,2015,1,8.0,45,Formado,23
16726,129034.0,0.7533,10,27/02/15,EL64O,2015,1,8.3,75,Formado,24
16730,129034.0,0.7533,10,27/02/15,EL66L,2015,1,8.5,30,Formado,25
16732,129034.0,0.7533,10,27/02/15,EL62O,2015,1,9.2,45,Formado,26
16735,129034.0,0.7533,10,27/02/15,ES60F,2015,1,7.8,30,Formado,27
16738,129034.0,0.7533,10,27/02/15,IF67D,2015,1,10.0,60,Formado,28
16740,129034.0,0.7533,10,27/02/15,ES60A,2015,1,10.0,30,Formado,29
16741,129034.0,0.7533,10,27/02/15,IF62C,2015,1,7.0,60,Formado,30
16742,129034.0,0.7533,10,27/02/15,EL68A,2015,1,8.6,60,Formado,31
16744,129034.0,0.7533,10,27/02/15,IF61B,2015,1,7.4,60,Formado,32
16746,129034.0,0.7533,10,27/02/15,QB60A,2015,1,9.3,30,Formado,33
16749,129034.0,0.7533,10,27/02/15,EL66C,2015,1,8.3,60,Formado,34
16760,129034.0,0.7533,10,27/02/15,EL66H,2015,1,7.8,60,Formado,35
16762,129034.0,0.7533,10,27/02/15,EL65H,2015,1,7.7,90,Formado,36
16763,129034.0,0.7533,10,27/02/15,IF66C,2015,1,8.6,60,Formado,37
16764,129034.0,0.7533,10,27/02/15,IF66D,2015,1,8.3,60,Formado,38
16765,129034.0,0.7533,10,27/02/15,IF65C,2015,1,7.4,45,Formado,39
16766,129034.0,0.7533,10,27/02/15,IF65D,2015,1,8.3,45,Formado,40
16767,129034.0,0.7533,10,27/02/15,IF65E,2015,1,7.7,60,Formado,41
16768,129034.0,0.7533,10,27/02/15,EL65A,2015,1,7.9,90,Formado,42
16769,129034.0,0.7533,10,27/02/15,EL64H,2015,1,8.3,45,Formado,43
16770,129034.0,0.7533,10,27/02/15,IF64J,2015,1,10.0,45,Formado,44
16771,129034.0,0.7533,10,27/02/15,FI64C,2015,1,6.0,60,Formado,45
16772,129034.0,0.7533,10,27/02/15,IF64C,2015,1,7.2,45,Formado,46
16773,129034.0,0.7533,10,27/02/15,EL65G,2015,1,7.7,60,Formado,47
16774,129034.0,0.7533,10,27/02/15,IF63E,2015,1,7.4,60,Formado,48
16775,129034.0,0.7533,10,27/02/15,EL63B,2015,1,7.0,75,Formado,49
16777,129034.0,0.7533,10,27/02/15,ES60B,2015,1,9.7,30,Formado,50
16780,129034.0,0.7533,10,27/02/15,IF63C,2015,1,6.7,45,Formado,51
