,ID_ANONIMO,CR,PERIODO,INGRESSO,CODIGO,ANO,PERIODO.1,NOTA,CH,SITUACAOALUNO,RowNumber
25843,171745.0,0.7872,10,18/03/15,IF61C,2015,1,8.0,90,Formado,1
25844,171745.0,0.7872,10,18/03/15,MA61A,2015,1,8.2,90,Formado,2
25845,171745.0,0.7872,10,18/03/15,FI61A,2015,1,6.9,75,Formado,3
25853,171745.0,0.7872,10,18/03/15,ES61A,2015,1,7.7,30,Formado,4
25856,171745.0,0.7872,10,18/03/15,MA61B,2015,1,8.7,90,Formado,5
25870,171745.0,0.7872,10,18/03/15,IF61B,2015,1,7.9,60,Formado,6
25875,171745.0,0.7872,10,18/03/15,MA71A,2015,1,8.2,90,Formado,7
25881,171745.0,0.7872,10,18/03/15,MA71B,2015,1,8.7,90,Formado,8
25883,171745.0,0.7872,10,18/03/15,ES70R,2015,1,7.7,30,Formado,9
25888,171745.0,0.7872,10,18/03/15,FI71M,2015,1,6.9,60,Formado,10
25841,171745.0,0.7872,10,18/03/15,FI62A,2015,2,7.2,75,Formado,11
25851,171745.0,0.7872,10,18/03/15,FI63A,2015,2,7.1,75,Formado,12
25852,171745.0,0.7872,10,18/03/15,IF62J,2015,2,9.0,45,Formado,13
25864,171745.0,0.7872,10,18/03/15,QB62A,2015,2,6.6,90,Formado,14
25866,171745.0,0.7872,10,18/03/15,MA72A,2015,2,5.3,60,Formado,15
25867,171745.0,0.7872,10,18/03/15,IF62C,2015,2,9.3,60,Formado,16
25874,171745.0,0.7872,10,18/03/15,FI73A,2015,2,7.1,75,Formado,17
25884,171745.0,0.7872,10,18/03/15,EL62O,2015,2,10.0,45,Formado,18
25885,171745.0,0.7872,10,18/03/15,FI72N,2015,2,7.9,30,Formado,19
25889,171745.0,0.7872,10,18/03/15,FI72M,2015,2,6.8,60,Formado,20
25894,171745.0,0.7872,10,18/03/15,QB70D,2015,2,6.6,90,Formado,21
25846,171745.0,0.7872,10,18/03/15,MA63B,2016,1,9.3,60,Formado,22
25847,171745.0,0.7872,10,18/03/15,MA62A,2016,1,8.4,60,Formado,23
25848,171745.0,0.7872,10,18/03/15,MA63A,2016,1,7.1,60,Formado,24
25849,171745.0,0.7872,10,18/03/15,MA65A,2016,1,7.9,60,Formado,25
25860,171745.0,0.7872,10,18/03/15,IF63C,2016,1,8.5,45,Formado,26
25861,171745.0,0.7872,10,18/03/15,IF63E,2016,1,6.5,60,Formado,27
25862,171745.0,0.7872,10,18/03/15,EL63B,2016,1,8.1,75,Formado,28
